waktu,jenis_ikan,suhu_c,ph,padat_tebar,hasil_klasifikasi
Sore,Windu,25.4,6.6,Tidak Normal,Tidak Normal
Sore,Windu,26.5,6.7,Tidak Normal,Tidak Normal
Sore,Windu,31.6,6.8,Tidak Normal,Tidak Normal
Sore,Windu,32.3,8.8,Tidak Normal,Tidak Normal
Sore,Windu,25.4,8.9,Tidak Normal,Tidak Normal
Sore,Windu,26.2,9.0,Tidak Normal,Tidak Normal
Sore,Windu,31.7,9.1,Tidak Normal,Tidak Normal
Sore,Windu,32.3,9.2,Tidak Normal,Tidak Normal
Sore,Windu,26.6,8.6,Normal,Tidak Normal
Sore,Windu,31.4,6.5,Normal,Tidak Normal
Sore,Windu,32.3,6.4,Normal,Tidak Normal
Sore,Windu,26.9,6.3,Normal,Tidak Normal
Sore,Windu,25.6,6.2,Normal,Tidak Normal
Sore,Windu,31.5,6.1,Normal,Tidak Normal
Sore,Windu,32.1,6.6,Normal,Tidak Normal
Sore,Windu,25.2,6.7,Normal,Tidak Normal
Sore,Windu,26.6,6.8,Normal,Tidak Normal
Sore,Windu,31.4,8.8,Normal,Tidak Normal
Sore,Windu,25.4,8.9,Normal,Tidak Normal
Sore,Windu,26.7,9.0,Normal,Tidak Normal
Sore,Windu,32.0,9.1,Normal,Tidak Normal
Sore,Windu,31.1,9.2,Normal,Tidak Normal
Sore,Windu,25.9,8.7,Normal,Tidak Normal
Sore,Windu,26.75,8.6,Normal,Tidak Normal
Sore,Windu,32.56,6.7,Normal,Tidak Normal
Sore,Windu,31.38,6.8,Normal,Tidak Normal
Sore,Windu,25.09,8.8,Normal,Tidak Normal
Sore,Windu,26.82,8.9,Normal,Tidak Normal
Sore,Windu,32.07,9.0,Normal,Tidak Normal
Sore,Windu,31.98,9.1,Normal,Tidak Normal
Sore,Windu,25.08,9.2,Normal,Tidak Normal
Sore,Windu,26.09,8.7,Normal,Tidak Normal
Sore,Windu,32.57,8.6,Normal,Tidak Normal
Sore,Windu,31.82,6.4,Normal,Tidak Normal
Sore,Windu,25.61,6.3,Normal,Tidak Normal
Sore,Windu,26.59,6.6,Normal,Tidak Normal
